Protein.Group,Protein.Ids,Protein.Names,Genes,Peptides,First.Protein.Description,NanogAbk_1,NanogAbk_2,NanogAbk_3,NanogBock_1,NanogBock_2,NanogBock_3,TBPAbk_1,TBPAbk_2,TBPAbk_3,TBPBock_1,TBPBock_2,TBPBock_3
Q07627,Q07627,KRA11_HUMAN,KRTAP1-1,2,Keratin-associated protein 1-1,104346,,751717,376873,202750,,,,,236043,412585,
P18085,C9JAK5;U3KQF2;P18085,ARF4_HUMAN,ARF4,4,ADP-ribosylation factor 4,232765,239406,228451,116467,,,220356,168172,240999,219364,162790,255433
P82933,P82933,RT09_HUMAN,MRPS9,7,"28S ribosomal protein S9, mitochondrial",299325,222199,318419,330874,223499,,146666,133096,95914.9,89085.5,92221.3,123634
Q9BS26,Q9BS26,ERP44_HUMAN,ERP44,7,Endoplasmic reticulum resident protein 44,260239,236443,275772,104267,131560,128446,165439,163116,223190,100696,133512,149667
P14735,A0A3B3ISG5;Q5T5N3;P14735,IDE_HUMAN,IDE,10,Insulin-degrading enzyme,116716,76787.3,119461,432837,127557,,208502,97557.5,,177675,407394,306988
P05067;P05067-11;P05067-7;P05067-8;P05067-9,A0A0A0MRG2;P05067-11;P05067-2;P05067-3;P05067-4;P05067-5;P05067-6;P05067-7;P05067-8;P05067-9;P05067,A4-11_HUMAN;A4-7_HUMAN;A4-8_HUMAN;A4-9_HUMAN;A4_HUMAN,APP,4,Amyloid-beta precursor protein,215641,304876,208523,,141951,230729,143646,156565,174717,171118,198811,123765
Q9Y295,Q9Y295,DRG1_HUMAN,DRG1,7,Developmentally-regulated GTP-binding protein 1,219579,166619,263186,,,,242601,272816,271549,177236,181800,266732
Q5U5Z8,E9PR59;F6U0I4;H9KV53;Q5U5Z8,CBPC2_HUMAN,AGBL2,1,Cytosolic carboxypeptidase 2,104630,48916.2,89234.8,605205,354240,,77946.9,131528,,201327,360727,86728.7
P63151;P63151-2;Q9Y2T4;Q9Y2T4-2;Q9Y2T4-3;Q9Y2T4-4,E5RFR9;P63151-2;Q9Y2T4-2;Q9Y2T4-3;Q9Y2T4-4;P63151;Q9Y2T4,2ABA-2_HUMAN;2ABA_HUMAN;2ABG-2_HUMAN;2ABG-3_HUMAN;2ABG-4_HUMAN;2ABG_HUMAN,PPP2R2A;PPP2R2C,1,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform,145159,143992,143314,387775,239970,,162445,237446,166739,,271236,159002
Q9H6R4;Q9H6R4-2;Q9H6R4-4,A0A0A0MRW6;Q9H6R4-2;Q9H6R4-3;Q9H6R4-4;Q9H6R4,NOL6-2_HUMAN;NOL6-4_HUMAN;NOL6_HUMAN,NOL6,5,Nucleolar protein 6,257828,260779,248823,,226903,,269340,171888,486676,,,131080
O95831;O95831-3,E9PMA0;O95831-2;O95831-3;O95831-5;O95831,AIFM1-3_HUMAN;AIFM1_HUMAN,AIFM1,9,"Apoptosis-inducing factor 1, mitochondrial",280694,250502,288799,97401.6,70633.7,,252638,199012,212987,141585,121473,134489
O60282,A0A0G2JMZ6;O60282,KIF5C_HUMAN,KIF5C,11,Kinesin heavy chain isoform 5C,153069,147176,175001,96354.1,150489,173464,181437,162435,141730,189451,230345,244524
Q7L2E3;Q7L2E3-2;Q7L2E3-3,H7BXY3;Q7L2E3-2;Q7L2E3-3;Q7L2E3,DHX30-2_HUMAN;DHX30-3_HUMAN;DHX30_HUMAN,DHX30,17,ATP-dependent RNA helicase DHX30,248869,289350,256024,110451,180625,,198872,155103,218393,,216103,166657
Q9NZH8,Q9NZH8-2;Q9NZH8,IL36G_HUMAN,IL36G,3,Interleukin-36 gamma,85116.4,38648.5,38108.2,633634,302999,,47344.9,138153,,206097,356231,193840
Q16186,Q16186,ADRM1_HUMAN,ADRM1,2,Proteasomal ubiquitin receptor ADRM1,228842,215193,233595,,144645,,302995,198826,185548,199891,183409,143529
Q9H1Z4,Q9H1Z4,WDR13_HUMAN,WDR13,5,WD repeat-containing protein 13,235955,205325,235676,,278707,,186703,193601,177349,251628,96023.4,169286
Q92900;Q92900-2,Q92900-2;Q92900,RENT1-2_HUMAN;RENT1_HUMAN,UPF1,8,Regulator of nonsense transcripts 1,190536,163828,170446,,256886,138615,142209,277326,127864,,348135,214280
P49959;P49959-3,F5GXT0;F8W7U8;P49959-2;P49959-3;P49959,MRE11-3_HUMAN;MRE11_HUMAN,MRE11,2,Double-strand break repair protein MRE11,106068,112114,130091,,,,193203,,,495156,582242,411012
P30041,P30041,PRDX6_HUMAN,PRDX6,9,Peroxiredoxin-6,194767,288641,476088,385434,,,185032,148592,,,193531,155027
Q9Y3R4,Q9Y3R4,NEUR2_HUMAN,NEU2,2,Sialidase-2,144247,31800.7,54144.4,535893,256935,,61323.4,172194,,,517052,251953
O76031,O76031,CLPX_HUMAN,CLPX,11,"ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial",291185,269413,262978,122003,,,204113,162922,353801,160648,,187166
P39656,A0A0C4DGS1;P39656-2;P39656-3;U3KQ84;P39656,OST48_HUMAN,DDOST,4,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit,254108,209530,246929,111790,134754,,194629,234613,,154318,264509,208734
Q9H8Y1,Q9H8Y1,VRTN_HUMAN,VRTN,6,Vertnin,178126,183982,174404,180309,132314,,300569,201720,,,304461,349225
Q96HF1,Q96HF1,SFRP2_HUMAN,SFRP2,2,Secreted frizzled-related protein 2,393438,392307,376535,,,,187917,165363,158463,104106,92135.1,123229
Q14210,Q14210,LY6D_HUMAN,LY6D,1,Lymphocyte antigen 6D,86864,,68320.9,551789,321611,,12046.1,145743,,152794,351989,299025
P20337,P20337,RAB3B_HUMAN,RAB3B,3,Ras-related protein Rab-3B,320453,248817,323782,155177,202048,,266916,152833,,,116440,199687
P20929;P20929-2;P20929-3;P20929-4,A0A087X1N7;P20929-2;P20929-3;P20929-4;P20929,NEBU-2_HUMAN;NEBU-3_HUMAN;NEBU-4_HUMAN;NEBU_HUMAN,NEB,1,Nebulin,223452,413823,307653,359961,100305,,,,,,212720,368091
Q7Z7H8;Q7Z7H8-2,Q7Z7H8-2;Q7Z7H8,RM10-2_HUMAN;RM10_HUMAN,MRPL10,1,"39S ribosomal protein L10, mitochondrial",478627,495429,473047,,,,,,,,,532435
O14776;O14776-2,O14776-2;O14776,TCRG1-2_HUMAN;TCRG1_HUMAN,TCERG1,11,Transcription elongation regulator 1,231984,213998,231829,165730,151431,,132963,126193,142063,197871,180787,198506
O00567,A0A494C128;H0Y653;H0YDU4;O00567,NOP56_HUMAN,NOP56,11,Nucleolar protein 56,314291,294053,303287,153333,144635,,274144,241240,151782,,,95183.4
P09669,P09669,COX6C_HUMAN,COX6C,2,Cytochrome c oxidase subunit 6C,154462,177139,192739,258573,226883,,205797,229992,165504,,164216,190577
Q8WYP5;Q8WYP5-2;Q8WYP5-3,Q8WYP5-2;Q8WYP5-3;Q8WYP5,ELYS-2_HUMAN;ELYS-3_HUMAN;ELYS_HUMAN,AHCTF1,3,Protein ELYS,54360,31202.5,38289.5,419425,126559,,107384,175430,,351679,484737,170155
Q4VC05;Q4VC05-2,F2Z3H6;F8WDZ4;F8WE18;I3L1Q2;I3L4D5;Q4VC05-2;Q8WUZ0-2;Q9BQE9-3;Q9BQE9-4;Q4VC05;Q8WUZ0;Q9BQE9,BCL7A-2_HUMAN;BCL7A_HUMAN,BCL7A,2,B-cell CLL/lymphoma 7 protein family member A,298815,262128,303163,191215,,,290955,,,,386019,219803
P21796,P21796,VDAC1_HUMAN,VDAC1,4,Voltage-dependent anion-selective channel protein 1,230455,153125,185004,315763,164856,,79492.9,150918,62896,155844,225593,216435
Q01581,Q01581,HMCS1_HUMAN,HMGCS1,5,"Hydroxymethylglutaryl-CoA synthase, cytoplasmic",226288,240670,242787,106311,147273,,206867,162234,178795,151316,147335,119005
Q9H0A0,A0A087WV29;Q9H0A0-2;Q9H0A0,NAT10_HUMAN,NAT10,12,RNA cytidine acetyltransferase,266935,252671,255168,103403,133602,,221344,244661,202305,,136241,111173
Q13547,Q5TEE2;Q13547,HDAC1_HUMAN,HDAC1,1,Histone deacetylase 1,322323,259454,297000,371100,292242,,220541,,,,,160736
P15311,E7EQR4;P15311,EZRI_HUMAN,EZR,6,Ezrin,226818,213957,242551,248279,145169,,154166,148764,103900,,170022,254924
P78527,P78527-2;P78527,PRKDC_HUMAN,PRKDC,31,DNA-dependent protein kinase catalytic subunit,193869,194249,212347,118280,137858,,168045,164301,203524,174059,170453,168456
Q96I24,Q96I24-2;Q96I24,FUBP3_HUMAN,FUBP3,7,Far upstream element-binding protein 3,218143,199849,240896,168238,200498,,148382,192958,115224,,204487,215293
Q06787;Q06787-3;Q06787-5;Q06787-8;Q06787-9,A0A087WXI3;A8MQB8;G3V0J0;Q06787-10;Q06787-11;Q06787-2;Q06787-3;Q06787-4;Q06787-5;Q06787-6;Q06787-7;Q06787-8;Q06787-9;Q06787,FMR1-3_HUMAN;FMR1-5_HUMAN;FMR1-8_HUMAN;FMR1-9_HUMAN;FMR1_HUMAN,FMR1,4,Synaptic functional regulator FMR1,175128,163081,177011,351834,201396,,169113,159768,152805,93179.7,130287,127336
Q9H5Z1;Q9H5Z1-2,F2Z2Z2;Q5THR1;Q9H5Z1-2;Q9H5Z1,DHX35-2_HUMAN;DHX35_HUMAN,DHX35,7,Probable ATP-dependent RNA helicase DHX35,206261,223087,205533,250765,187707,,170786,146046,,170532,147839,184974
Q14444;Q14444-2,E9PLA9;G3V153;Q14444-2;Q14444,CAPR1-2_HUMAN;CAPR1_HUMAN,CAPRIN1,3,Caprin-1,259104,265044,264630,,,,201488,220505,262437,,208245,207126
P48735;P48735-2,P48735-2;P48735,IDHP-2_HUMAN;IDHP_HUMAN,IDH2,10,"Isocitrate dehydrogenase [NADP], mitochondrial",247801,223225,238608,108506,162306,,145858,243377,136898,135217,121140,114726
P17480;P17480-2,E9PKP7;P17480-2;P17480,UBF1-2_HUMAN;UBF1_HUMAN,UBTF,5,Nucleolar transcription factor 1,196184,200319,217678,248159,241698,,205224,199106,,,176230,189196
Q9BRT6,Q9BRT6,LLPH_HUMAN,LLPH,2,Protein LLP homolog,263847,291215,264898,213438,,,319676,169562,,,210306,140345
Q9UN81,Q9UN81,LORF1_HUMAN,L1RE1,5,LINE-1 retrotransposable element ORF1 protein,225339,245988,230994,205651,107241,,188896,203828,174355,,154324,135622
P55196-1,A8MQ02;E9PFY5;F8W9I4;J3KN01;P55196-1;P55196-2;P55196-3;P55196-5;P55196-6;Q5TIG5;P55196,AFAD-1_HUMAN,AFDN,7,"Isoform of P55196, Isoform 2 of Afadin",190839,208760,201370,165319,200570,,213055,231507,80916.5,,204132,174390
P06239;P06239-3;P06241;P06241-2;P06241-3;P07947,J3QRU1;P06239-3;P06241-2;P06241-3;P12931-2;Q573B4;P06239;P06241;P07947;P12931,FYN-2_HUMAN;FYN-3_HUMAN;FYN_HUMAN;LCK-3_HUMAN;LCK_HUMAN;YES_HUMAN,FYN;LCK;YES1,2,Tyrosine-protein kinase Lck,255669,246235,273985,144917,168448,,251712,145523,129254,,95758.6,157156
Q99996;Q99996-1;Q99996-3;Q99996-6,A0A0A0MRE9;A0A0A0MRF6;A0A2R8Y590;Q99996-1;Q99996-3;Q99996-5;Q99996-6;Q99996,AKAP9-1_HUMAN;AKAP9-3_HUMAN;AKAP9-6_HUMAN;AKAP9_HUMAN,AKAP9,35,A-kinase anchor protein 9,267905,235681,283473,129441,119689,135471,221650,160603,215418,,43249.4,53828
P30086,P30086,PEBP1_HUMAN,PEBP1,4,Phosphatidylethanolamine-binding protein 1,173640,136068,112391,538359,330539,,86373.2,111851,,,230691,142358
P02794,E9PKY7;E9PPQ4;E9PRK8;G3V192;G3V1D1;P02794,FRIH_HUMAN,FTH1,2,Ferritin heavy chain,376803,271137,390251,172131,,,192003,182281,,,154946,121392
P84101;P84101-4,P84101-4;P84101,SERF2-4_HUMAN;SERF2_HUMAN,SERF2,2,Small EDRK-rich factor 2,100148,124798,126198,,,,213802,376841,291694,134937,239513,243348
O75694;O75694-2,E9PF10;O75694-2;O75694,NU155-2_HUMAN;NU155_HUMAN,NUP155,8,Nuclear pore complex protein Nup155,212036,150070,154548,,374787,,110618,196226,88047.9,230965,,320830
Q13153;Q13153-2,B3KNX7;E9PM17;H0YCM0;Q13153-2;Q13153,PAK1-2_HUMAN;PAK1_HUMAN,PAK1,4,Serine/threonine-protein kinase PAK 1,150278,119486,154071,,,,339192,321989,355739,,180088,202543
Q9BVJ6,Q9BVJ6-3;Q9BVJ6,UT14A_HUMAN,UTP14A,12,U3 small nucleolar RNA-associated protein 14 homolog A,217001,224551,196579,183914,138583,,177545,251721,153739,104178,,172854
P48163,P48163-2;P48163,MAOX_HUMAN,ME1,4,NADP-dependent malic enzyme,239955,,77232.5,390040,122044,,64826.6,96879,,164150,515335,150095
Q9NYU2;Q9NYU2-2,Q9NYU2-2;Q9NYU2,UGGG1-2_HUMAN;UGGG1_HUMAN,UGGT1,14,UDP-glucose:glycoprotein glucosyltransferase 1,234188,209028,261367,129533,120429,,165041,127364,126667,119725,132882,193839
P31040;P31040-2,A0A087X1I3;P31040-2;P31040-3;P31040,SDHA-2_HUMAN;SDHA_HUMAN,SDHA,3,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",302460,245746,253638,105972,126951,67376.8,127628,107105,146741,76103.3,151520,102950
P61160,A0A1B0GWD0;A0A1B0GWH0;P61160-2;P61160,ARP2_HUMAN,ACTR2,4,Actin-related protein 2,167042,167010,161026,145340,203632,,264662,189194,73788.3,,159244,280944
Q9BYD2,Q9BYD2,RM09_HUMAN,MRPL9,4,"39S ribosomal protein L9, mitochondrial",290134,268671,269990,168549,137975,,136768,148334,138761,61589.4,122919,67186
P41091,H7BZU1;P41091,IF2G_HUMAN,EIF2S3,6,Eukaryotic translation initiation factor 2 subunit 3,170182,150129,171164,166294,,,262638,153153,143528,237185,158876,196864
P34932,A0A087WTS8;A0A087WYC1;P34932,HSP74_HUMAN,HSPA4,13,Heat shock 70 kDa protein 4,234539,166180,245944,156515,,,260509,164368,192678,,202337,182500
P10606,P10606,COX5B_HUMAN,COX5B,3,"Cytochrome c oxidase subunit 5B, mitochondrial",109983,234906,157902,,,,268410,215875,242469,151072,191515,229750
Q9UMY1,H7C2B1;Q9UMY1-2;Q9UMY1,NOL7_HUMAN,NOL7,2,Nucleolar protein 7,265449,280943,269776,140098,168706,,235613,189240,170902,,,74060.3
P49368;P49368-2,B4DUR8;P49368-2;P49368,TCPG-2_HUMAN;TCPG_HUMAN,CCT3,7,T-complex protein 1 subunit gamma,217300,165647,187274,434221,,,124321,109502,,,460408,94514.4
Q8N5F7,A0A494C050;Q5M9Q1;Q8N5F7,NKAP_HUMAN,NKAP,3,NF-kappa-B-activating protein,175575,220695,189585,193370,241905,157671,120951,118572,129258,,120334,124070
Q9H3F6;Q9H3F6-2,B3KVY5;F5GWA4;F5GWK6;F5GY15;F5H268;Q9H3F6-2;Q9H3F6-3;Q9H3F6,BACD3-2_HUMAN;BACD3_HUMAN,KCTD10,2,BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 3,164599,181400,141080,,,,163403,206570,,205561,469331,254620
Q9BYN8,Q9BYN8,RT26_HUMAN,MRPS26,4,"28S ribosomal protein S26, mitochondrial",338889,272752,385580,,206546,,204939,,195584,,,179290
Q8IVW6;Q8IVW6-4,Q8IVW6-3;Q8IVW6-4;Q8IVW6,ARI3B-4_HUMAN;ARI3B_HUMAN,ARID3B,9,AT-rich interactive domain-containing protein 3B,261637,240325,271392,131189,,,266987,218947,119024,42319.9,,229939
P52926;P52926-2;P52926-3;P52926-4;P52926-5;P52926-6,F5H2A4;F5H2U8;F5H6H0;P52926-2;P52926-3;P52926-4;P52926-5;P52926-6;P52926,HMGA2-2_HUMAN;HMGA2-3_HUMAN;HMGA2-4_HUMAN;HMGA2-5_HUMAN;HMGA2-6_HUMAN;HMGA2_HUMAN,HMGA2,3,High mobility group protein HMGI-C,,,,,,,181980,170898,,496225,552354,377172
A0A0B4J1V1;A0A0B4J1X5;A0A0C4DH42;A0A0J9YVY3;P01762;P01763;P01767;P01772;P01780;P0DP02,A0A0B4J1V1;A0A0B4J1X5;A0A0C4DH42;A0A0J9YVY3;P01762;P01763;P01767;P01772;P01780;P0DP02,HV307_HUMAN;HV311_HUMAN;HV321_HUMAN;HV333_HUMAN;HV348_HUMAN;HV353_HUMAN;HV366_HUMAN;HV374_HUMAN;HV741_HUMAN;HVC33_HUMAN,IGHV3-11;IGHV3-21;IGHV3-30-3;IGHV3-33;IGHV3-48;IGHV3-53;IGHV3-66;IGHV3-7;IGHV3-74;IGHV7-4-1,1,Immunoglobulin heavy variable 3-21,,,58463.8,91344.3,757191,,,,522613,,,344909
P40939,A0A2R8Y4F5;A0A2R8Y688;A0A2R8YG21;H0YFD6;P40939,ECHA_HUMAN,HADHA,10,"Trifunctional enzyme subunit alpha, mitochondrial",314615,290367,316524,118093,,,174251,166778,175250,,68874,147283
Q16555;Q16555-2,A0A1C7CYX9;Q16555-2;Q16555,DPYL2-2_HUMAN;DPYL2_HUMAN,DPYSL2,5,Dihydropyrimidinase-related protein 2,260412,249548,245875,,,,236792,243212,304736,,,229381
E9PAV3;E9PAV3-2;Q13765,E9PAV3-2;F8VNW4;F8VZJ2;F8W0W4;F8W1N5;H0YHX9;Q13765;E9PAV3,NACAM-2_HUMAN;NACAM_HUMAN;NACA_HUMAN,NACA,3,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form",221303,240161,220977,211300,,,307260,279860,,,126108,161454
P05204,P05204,HMGN2_HUMAN,HMGN2,1,Non-histone chromosomal protein HMG-17,80976.7,126430,110254,81185.2,157763,187321,136354,186185,166710,134181,222217,172833
Q15046;Q15046-2,Q15046-2;Q15046,SYK-2_HUMAN;SYK_HUMAN,KARS,7,Lysine--tRNA ligase,268015,237803,270502,148485,121875,,192519,132501,,,151033,232128
Q9NRX2,E9PKV2;Q9NRX2,RM17_HUMAN,MRPL17,6,"39S ribosomal protein L17, mitochondrial",227453,218163,226915,94807.6,158626,156611,137228,117952,178488,60871.1,70444.2,101467
P20340;P20340-2,P20340-2;P20340-4;P20340;Q53S08,RAB6A-2_HUMAN;RAB6A_HUMAN,RAB6A,2,Ras-related protein Rab-6A,137231,175652,195703,654598,316932,,,266434,,,,
Q8IZQ5,A0A087WYP2;H0YE28;Q8IZQ5,SELH_HUMAN,SELENOH,1,Selenoprotein H,142909,120971,125188,,,,264588,283702,248296,122909,187467,244623
Q9NVP2;Q9Y294,K7ES22;Q9NVP2;Q9Y294,ASF1A_HUMAN;ASF1B_HUMAN,ASF1A;ASF1B,1,Histone chaperone ASF1B,191046,213188,230650,,140177,76837.8,236155,264851,241955,,,139706
P28331;P28331-2,C9JPQ5;F8WDL5;P28331-2;P28331,NDUS1-2_HUMAN;NDUS1_HUMAN,NDUFS1,10,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial",249114,205923,266591,127443,75839.6,,186863,143219,117400,129158,111098,117712
P62820,E9PLD0;H0YMN7;H0YNE9;P61006-2;P62820-3;P61006;P62820;Q92930;Q9H0U4,RAB1A_HUMAN,RAB1A,4,Ras-related protein Rab-1A,196384,230221,215859,,142356,,151957,106722,165922,220838,125727,170383
P56747,O14493;O15551;O95484;P56747,CLD6_HUMAN,CLDN6,3,Claudin-6,217428,227452,225303,191960,98238.9,128376,124576,144395,104849,152730,,102785
P51532;P51532-2;P51532-3;P51532-4;P51532-5,A0A0A0MT49;A0A2R8Y4C5;A0A2R8Y4P4;A0A2R8Y7S2;A0A2R8YGG3;A0A2R8YGP5;P51532-2;P51532-3;P51532-4;P51532-5;Q9HBD4;P51532,SMCA4-2_HUMAN;SMCA4-3_HUMAN;SMCA4-4_HUMAN;SMCA4-5_HUMAN;SMCA4_HUMAN,SMARCA4,9,Transcription activator BRG1,134115,127009,162433,125194,193989,183616,112237,150643,93706.4,154385,110799,169291
P12830,A0A087WU43;A0A087WX17;A0A087WXI5;H3BNC6;J3QKP1;P12830-2;P12830,CADH1_HUMAN,CDH1,7,Cadherin-1,97271.2,123153,99163,,,,153336,232573,195768,314103,245861,256189
Q15404,Q15404-2;Q15404,RSU1_HUMAN,RSU1,3,Ras suppressor protein 1,172538,184276,165785,,,,305377,296583,268372,,143775,178833
X6R3N0,X6R3N0,X6R3N0_HUMAN,SLC27A3,1,"Isoform of Q5K4L6, Solute carrier family 27 (Fatty acid transporter), member 3, isoform CRA_d",175862,208758,,,203562,66842.6,354142,206791,125008,,159802,210521
Q9BRR8,Q9BRR8,GPTC1_HUMAN,GPATCH1,4,G patch domain-containing protein 1,158048,161158,175065,205808,181939,139337,138149,110379,115497,115751,102458,106167
Q96SZ4,I3L1J3;Q96SZ4-2;Q96SZ4-3;Q96SZ4,ZSC10_HUMAN,ZSCAN10,3,Zinc finger and SCAN domain-containing protein 10,168129,146763,171416,211792,221738,,115905,136248,169065,109276,129485,122728
Q9Y3I0,Q9Y3I0,RTCB_HUMAN,RTCB,10,tRNA-splicing ligase RtcB homolog,184268,174931,201477,98875.1,77159.6,,209776,189970,124139,98315.1,162253,178434
P40692;P40692-3,H0Y818;P40692-3;P40692,MLH1-3_HUMAN;MLH1_HUMAN,MLH1,2,DNA mismatch repair protein Mlh1,159844,165056,197159,,509607,,164189,197882,,,,302964
P55072,C9IZA5;C9JUP7;P55072,TERA_HUMAN,VCP,9,Transitional endoplasmic reticulum ATPase,126793,144035,145164,178680,312405,,129206,56030.1,,177436,125414,293976
P00403,P00403,COX2_HUMAN,MT-CO2,2,Cytochrome c oxidase subunit 2,184169,237783,242832,186663,152425,,205305,,,,212980,266763
Q8WW12,Q8WW12-2;Q8WW12,PCNP_HUMAN,PCNP,2,PEST proteolytic signal-containing nuclear protein,95392.9,90033.5,94815.2,107394,,,107298,157986,167380,290755,334260,241983
O14744;O14744-5,C9JSX3;G3V2X6;G3V580;G3V5L5;H0YJX6;O14744-2;O14744-3;O14744-5;O14744,ANM5-5_HUMAN;ANM5_HUMAN,PRMT5,4,Protein arginine N-methyltransferase 5,189911,147371,156227,187315,,,194879,230707,,,299751,272949
Q9UM00;Q9UM00-1;Q9UM00-2,J3QQY2;Q9UM00-1;Q9UM00-2;Q9UM00,TMCO1-1_HUMAN;TMCO1-2_HUMAN;TMCO1_HUMAN,TMCO1,2,Calcium load-activated calcium channel,271753,208410,210795,156913,,,141331,202615,119861,,202112,163376
P08237;P08237-3,A0A2R8Y891;F8VNX2;F8VSF7;F8VSL1;F8VTQ3;F8VUB8;F8VVE3;F8VW30;F8VX13;F8VYK8;F8VZI0;F8VZQ1;F8W1J8;P08237-2;P08237-3;P08237,PFKAM-3_HUMAN;PFKAM_HUMAN,PFKM,3,"ATP-dependent 6-phosphofructokinase, muscle type",216970,183635,259631,,213663,,272393,,280171,249204,,
P25205;P25205-2,J3KQ69;P25205-2;P25205,MCM3-2_HUMAN;MCM3_HUMAN,MCM3,14,DNA replication licensing factor MCM3,205586,181814,214315,118299,106298,,212670,158971,179267,,161545,136519
Q7Z4W1,J3KS22;J3QS36;Q7Z4W1,DCXR_HUMAN,DCXR,4,L-xylulose reductase,166752,80255.2,102061,287558,243039,,105079,176142,,,372440,141706
Q9UQ80,Q9UQ80-2;Q9UQ80,PA2G4_HUMAN,PA2G4,8,Proliferation-associated protein 2G4,324285,264326,322523,430906,,,81400.9,,,151101,,99875.7
Q7Z478,A0A087WYN9;Q7Z478,DHX29_HUMAN,DHX29,2,ATP-dependent RNA helicase DHX29,82316.6,134823,80328.2,299047,,,178354,307670,175285,109495,166237,137012
P20073;P20073-2,P20073-2;P20073,ANXA7-2_HUMAN;ANXA7_HUMAN,ANXA7,4,Annexin A7,71244.9,59027.9,88727,381011,167407,,38079.4,90034.4,,135034,384723,251622
Q9GZT3;Q9GZT3-2,A0A087WUN7;G3V2S9;G3V4X6;H0YJ40;H0YJI1;Q9GZT3-2;Q9GZT3,SLIRP-2_HUMAN;SLIRP_HUMAN,SLIRP,3,"SRA stem-loop-interacting RNA-binding protein, mitochondrial",407632,365740,431521,,,,298748,158120,,,,
Q14517,A0A087WVP1;Q14517,FAT1_HUMAN,FAT1,2,Protocadherin Fat 1,396127,577907,685147,,,,,,,,,
Q7L0Y3,Q7L0Y3,TM10C_HUMAN,TRMT10C,7,tRNA methyltransferase 10 homolog C,261159,248343,248236,160725,,,173436,205404,210850,,,148875
Q07065,Q07065,CKAP4_HUMAN,CKAP4,11,Cytoskeleton-associated protein 4,220951,219328,213249,193310,,,156813,116732,107606,,190312,228687
Q13405,H0YDP7;Q13405,RM49_HUMAN,MRPL49,1,"39S ribosomal protein L49, mitochondrial",258848,337577,256850,259490,108531,,226435,46373.1,,,,152796
O00159;O00159-2;O00159-3,F5H6E2;O00159-2;O00159-3;O00159,MYO1C-2_HUMAN;MYO1C-3_HUMAN;MYO1C_HUMAN,MYO1C,8,Unconventional myosin-Ic,172972,153008,189857,114531,76496,,103237,134593,263337,159176,109206,168909
P61221,P61221,ABCE1_HUMAN,ABCE1,6,ATP-binding cassette sub-family E member 1,194946,186860,214826,70040.2,,,204537,188607,85855.4,140607,159317,198782
Q9NZJ7;Q9NZJ7-2,H0Y8C3;Q9NZJ7-2;Q9NZJ7,MTCH1-2_HUMAN;MTCH1_HUMAN,MTCH1,4,Mitochondrial carrier homolog 1,292952,226097,276699,93917.8,96259.5,,220406,136255,110368,,,191015
P62258,K7EM20;P62258-2;P62258,1433E_HUMAN,YWHAE,5,14-3-3 protein epsilon,173640,175697,202971,87836.8,62295.2,,148333,168151,135219,142768,126102,217867
P38117;P38117-2,P38117-2;P38117,ETFB-2_HUMAN;ETFB_HUMAN,ETFB,7,Electron transfer flavoprotein subunit beta,364846,392520,362880,,,,176386,343330,,,,
Q6A163,Q6A163,K1C39_HUMAN,KRT39,7,"Keratin, type I cytoskeletal 39",,,1151620,485132,,,,,,,,
P46013,P46013-2;P46013,KI67_HUMAN,MKI67,31,Proliferation marker protein Ki-67,257600,253732,282901,91549.5,,,255661,217000,277620,,,
P17026,P17026,ZNF22_HUMAN,ZNF22,2,Zinc finger protein 22,183575,200304,183405,,67341.5,,139254,214774,218441,161920,154262,105340
O14974,H0YIM2;H0YIS3;O14974-2;O14974-3;O14974-4;O14974-5;O14974,MYPT1_HUMAN,PPP1R12A,12,Protein phosphatase 1 regulatory subunit 12A,148259,151507,142396,97715.8,135791,,202132,151024,131650,132901,171024,151172
K7EJB5,K7EJB5,K7EJB5_HUMAN,SNRPD2,1,"Isoform of P62316, Small nuclear ribonucleoprotein Sm D2",290649,218233,317429,,,,195038,144248,,146587,166945,133614
Q9H773,H3BSA6;Q9H773,DCTP1_HUMAN,DCTPP1,3,dCTP pyrophosphatase 1,133784,193901,133586,,59158.8,,272004,400074,342715,,,74670.5
O60313-10;O60313-2;O60313-9,A0A2R8Y3X5;A0A2R8YDM2;A0A2R8YE78;A0A2R8YFD1;C9JMB8;E5KLJ9;O60313-10;O60313-11;O60313-13;O60313-2;O60313-9;O60313,OPA1-10_HUMAN;OPA1-2_HUMAN;OPA1-9_HUMAN,OPA1,8,"Isoform of O60313, Isoform 4 of Dynamin-like 120 kDa protein, mitochondrial",189741,172241,187571,,67463.1,,199165,211825,119456,135132,125944,191390
P07737,K7EJ44;P07737,PROF1_HUMAN,PFN1,4,Profilin-1,84087.2,80642.5,98736.5,,400367,,155603,281393,378773,,,118508
P50990,H7C2U0;P50990-2;P50990-3;P50990,TCPQ_HUMAN,CCT8,13,T-complex protein 1 subunit theta,223051,204295,238839,175706,,,194868,199751,149989,,,202578
